"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 07, 2012","4,949.21","4,913.08","4,957.07","4,881.23","-","0.74%"
"Aug 06, 2012","4,913.09","4,828.94","4,932.90","4,828.94","-","1.75%"
"Aug 03, 2012","4,828.79","4,749.35","4,839.59","4,738.93","-","1.67%"
"Aug 02, 2012","4,749.35","4,745.99","4,827.65","4,722.03","-","0.07%"
"Aug 01, 2012","4,745.99","4,720.88","4,772.72","4,708.51","-","0.53%"
"Jul 31, 2012","4,720.88","4,799.20","4,808.91","4,714.48","-","-1.62%"
"Jul 30, 2012","4,798.57","4,748.91","4,811.25","4,748.91","-","1.05%"
"Jul 27, 2012","4,748.70","4,705.02","4,750.53","4,711.07","-","0.93%"
"Jul 26, 2012","4,704.77","4,662.35","4,714.81","4,649.41","-","0.91%"
"Jul 25, 2012","4,662.22","4,628.14","4,683.33","4,590.87","-","0.73%"
"Jul 24, 2012","4,628.52","4,682.54","4,710.88","4,628.52","-","-1.15%"
"Jul 23, 2012","4,682.54","4,821.79","4,821.79","4,672.17","-","-3.01%"
"Jul 20, 2012","4,827.94","4,881.77","4,881.77","4,825.64","-","-1.10%"
"Jul 19, 2012","4,881.77","4,861.57","4,910.87","4,861.57","-","0.42%"
"Jul 18, 2012","4,861.57","4,865.12","4,889.75","4,846.51","-","-0.05%"
"Jul 17, 2012","4,863.86","4,869.07","4,901.62","4,852.66","-","-0.10%"
"Jul 16, 2012","4,868.94","4,833.45","4,873.85","4,804.15","-","0.74%"
"Jul 13, 2012","4,833.32","4,792.60","4,843.30","4,792.60","-","1.21%"
"Jul 12, 2012","4,775.40","4,829.80","4,829.80","4,755.44","-","-1.12%"
"Jul 11, 2012","4,829.59","4,885.01","4,885.01","4,809.28","-","-1.13%"
"Jul 10, 2012","4,885.01","4,816.96","4,907.72","4,794.43","-","1.40%"
"Jul 09, 2012","4,817.34","4,807.89","4,832.82","4,794.16","-","0.19%"
"Jul 06, 2012","4,808.02","4,913.37","4,918.96","4,791.40","-","-2.15%"
"Jul 05, 2012","4,913.50","4,985.61","4,979.72","4,887.95","-","-1.45%"
"Jul 04, 2012","4,985.61","4,967.99","4,991.93","4,914.99","-","0.35%"
"Jul 03, 2012","4,967.99","4,872.29","4,971.63","4,876.90","-","2.14%"
"Jul 02, 2012","4,863.91","4,857.53","4,886.67","4,812.16","-","0.13%"
"Jun 29, 2012","4,857.53","4,614.03","4,862.34","4,652.16","-","5.28%"
"Jun 28, 2012","4,613.90","4,678.59","4,700.44","4,598.88","-","-1.38%"
"Jun 27, 2012","4,678.59","4,585.55","4,685.10","4,538.07","-","2.03%"
"Jun 26, 2012","4,585.42","4,510.48","4,605.40","4,500.15","-","1.66%"
"Jun 25, 2012","4,510.35","4,575.90","4,584.56","4,478.26","-","-1.43%"
"Jun 22, 2012","4,575.94","4,650.19","4,634.38","4,553.68","-","-1.60%"
"Jun 21, 2012","4,650.57","4,669.05","4,683.68","4,615.64","-","-0.39%"
"Jun 20, 2012","4,668.84","4,720.73","4,723.52","4,666.74","-","-1.08%"
"Jun 19, 2012","4,719.89","4,712.19","4,725.69","4,681.28","-","0.16%"
"Jun 18, 2012","4,712.23","4,663.24","4,784.39","4,691.12","-","1.05%"
"Jun 15, 2012","4,663.11","4,588.25","4,664.82","4,596.28","-","1.66%"
"Jun 14, 2012","4,587.10","4,588.48","4,595.58","4,566.99","-","-0.04%"
"Jun 13, 2012","4,589.12","4,532.67","4,590.94","4,528.02","-","1.25%"
"Jun 09, 2012","4,532.54","4,522.18","4,551.65","4,527.42","-","0.23%"
"Jun 08, 2012","4,522.05","4,585.36","4,585.36","4,506.29","-","-2.11%"
"Jun 07, 2012","4,619.35","4,414.57","4,636.66","4,415.71","-","4.64%"
"Jun 06, 2012","4,414.57","4,364.49","4,442.37","4,371.93","-","1.15%"
"Jun 05, 2012","4,364.36","4,357.43","4,409.52","4,352.13","-","0.16%"
"Jun 04, 2012","4,357.43","4,362.41","4,371.08","4,301.90","-","-0.11%"
"Jun 01, 2012","4,362.41","4,451.87","4,478.37","4,335.88","-","-2.01%"
"May 31, 2012","4,451.87","4,481.82","4,502.98","4,421.00","-","-0.67%"
"May 30, 2012","4,481.82","4,576.74","4,562.62","4,466.56","-","-2.08%"
"May 29, 2012","4,576.87","4,445.21","4,580.35","4,462.96","-","2.96%"
"May 28, 2012","4,445.08","4,423.15","4,488.13","4,429.08","-","0.54%"
"May 25, 2012","4,421.11","4,413.52","4,466.56","4,396.07","-","0.17%"
"May 24, 2012","4,413.78","4,384.56","4,429.74","4,316.09","-","0.67%"
"May 23, 2012","4,384.43","4,578.30","4,578.30","4,384.43","-","-4.24%"
"May 22, 2012","4,578.56","4,546.16","4,616.82","4,551.49","-","0.71%"
"May 21, 2012","4,546.29","4,422.13","4,546.80","4,440.72","-","2.81%"
"May 18, 2012","4,421.87","4,528.70","4,502.10","4,389.76","-","-2.38%"
"May 17, 2012","4,529.85","4,673.78","4,691.04","4,484.99","-","-3.08%"
"May 16, 2012","4,673.65","4,700.32","4,686.60","4,619.20","-","-0.61%"
"May 15, 2012","4,702.23","4,750.05","4,773.70","4,658.24","-","-1.01%"
"May 14, 2012","4,750.05","4,883.20","4,875.19","4,748.92","-","-2.73%"
"May 12, 2012","4,883.46","4,865.43","4,885.51","4,850.75","-","0.36%"
"May 11, 2012","4,866.07","4,965.53","4,938.13","4,806.26","-","-2.01%"
"May 10, 2012","4,965.79","4,878.52","4,978.33","4,877.45","-","1.79%"
"May 08, 2012","4,878.52","4,910.29","4,943.59","4,845.50","-","-0.65%"
"May 07, 2012","4,910.29","4,929.73","4,943.57","4,856.20","-","-0.39%"
"May 05, 2012","4,929.35","4,947.65","4,947.46","4,915.04","-","-0.37%"
"May 04, 2012","4,947.65","5,048.58","5,042.46","4,932.03","-","-2.00%"
"May 03, 2012","5,048.77","5,082.79","5,101.19","5,038.46","-","-0.66%"
"May 02, 2012","5,082.41","5,108.30","5,160.13","5,082.41","-","-0.50%"
"Apr 28, 2012","5,108.04","5,077.70","5,110.78","5,068.44","-","0.60%"
"Apr 27, 2012","5,077.70","5,030.80","5,077.90","5,006.47","-","0.92%"
"Apr 26, 2012","5,031.38","5,139.90","5,147.41","4,993.83","-","-2.11%"
"Apr 25, 2012","5,139.77","5,108.34","5,142.03","5,100.82","-","0.62%"
"Apr 24, 2012","5,107.96","5,177.68","5,203.05","5,077.93","-","-1.45%"
"Apr 23, 2012","5,183.17","5,266.51","5,257.72","5,176.66","-","-1.58%"
"Apr 20, 2012","5,266.51","5,275.76","5,273.18","5,229.34","-","-0.18%"
"Apr 19, 2012","5,275.76","5,164.77","5,277.66","5,155.01","-","2.15%"
"Apr 18, 2012","5,164.77","5,143.45","5,206.79","5,154.11","-","0.65%"
"Apr 17, 2012","5,131.53","5,153.20","5,182.26","5,112.39","-","-0.42%"
"Apr 16, 2012","5,153.20","5,267.28","5,257.72","5,140.84","-","-2.17%"
"Apr 13, 2012","5,267.54","5,312.77","5,321.02","5,256.18","-","-0.86%"
"Apr 12, 2012","5,313.03","5,321.84","5,333.93","5,260.19","-","-0.16%"
"Apr 11, 2012","5,321.71","5,247.90","5,344.95","5,229.58","-","1.41%"
"Apr 10, 2012","5,247.90","5,280.70","5,328.03","5,247.90","-","-0.62%"
"Apr 09, 2012","5,280.70","5,277.28","5,281.02","5,211.11","-","0.06%"
"Apr 06, 2012","5,277.28","5,344.13","5,372.61","5,274.54","-","-1.25%"
"Apr 05, 2012","5,344.13","5,350.35","5,370.87","5,256.18","-","-0.11%"
"Apr 04, 2012","5,349.97","5,451.22","5,462.35","5,320.87","-","-1.90%"
"Apr 03, 2012","5,453.52","5,366.48","5,457.16","5,385.15","-","1.62%"
"Apr 02, 2012","5,366.35","5,394.31","5,436.38","5,343.45","-","-0.52%"
"Mar 30, 2012","5,394.18","5,197.16","5,399.30","5,201.75","-","3.82%"
"Mar 29, 2012","5,195.50","5,339.44","5,340.68","5,195.50","-","-2.70%"
"Mar 28, 2012","5,339.47","5,412.89","5,418.22","5,332.68","-","-1.34%"
"Mar 27, 2012","5,412.12","5,465.59","5,472.75","5,406.99","-","-0.95%"
"Mar 26, 2012","5,464.19","5,365.67","5,471.05","5,365.67","-","1.88%"
"Mar 23, 2012","5,363.12","5,337.36","5,364.67","5,321.74","-","0.48%"
"Mar 22, 2012","5,337.36","5,411.26","5,432.11","5,324.80","-","-1.37%"
"Mar 21, 2012","5,411.26","5,432.93","5,479.33","5,351.17","-","-0.40%"
"Mar 20, 2012","5,432.93","5,525.37","5,532.81","5,432.93","-","-1.67%"
"Mar 19, 2012","5,525.24","5,565.75","5,583.79","5,508.06","-","-0.70%"
"Mar 16, 2012","5,564.35","5,555.84","5,564.35","5,520.19","-","0.16%"
"Mar 15, 2012","5,555.58","5,599.25","5,595.22","5,533.36","-","-0.78%"
"Mar 14, 2012","5,599.44","5,542.31","5,619.14","5,564.86","-","1.04%"
"Mar 13, 2012","5,541.77","5,514.82","5,551.32","5,524.52","-","0.49%"
"Mar 12, 2012","5,514.82","5,530.79","5,570.10","5,488.28","-","-0.29%"
"Mar 11, 2012","5,530.79","5,465.74","5,541.02","5,513.84","-","1.21%"
"Mar 07, 2012","5,464.52","5,455.28","5,466.58","5,427.14","-","0.17%"
"Mar 06, 2012","5,455.42","5,642.53","5,624.64","5,453.01","-","-3.32%"
"Mar 05, 2012","5,642.56","5,598.84","5,662.43","5,601.02","-","0.78%"
"Mar 02, 2012","5,598.84","5,579.00","5,612.59","5,559.37","-","0.36%"
"Mar 01, 2012","5,579.00","5,568.42","5,579.53","5,523.55","-","0.18%"
"Feb 29, 2012","5,569.10","5,496.40","5,579.74","5,497.22","-","1.32%"
"Feb 28, 2012","5,496.31","5,564.64","5,599.07","5,494.27","-","-1.23%"
"Feb 27, 2012","5,564.50","5,549.95","5,589.62","5,534.18","-","0.26%"
"Feb 24, 2012","5,549.95","5,418.73","5,556.90","5,429.66","-","2.42%"
"Feb 22, 2012","5,418.73","5,498.07","5,522.03","5,386.98","-","-1.44%"
"Feb 21, 2012","5,498.07","5,487.37","5,652.28","5,421.63","-","0.20%"
"Feb 20, 2012","5,487.23","5,459.51","5,508.75","5,469.20","-","0.51%"
"Feb 17, 2012","5,459.51","5,449.66","5,492.93","5,445.76","-","0.18%"
"Feb 16, 2012","5,449.66","5,494.54","5,460.65","5,421.11","-","-0.83%"
"Feb 15, 2012","5,495.08","5,462.83","5,511.36","5,462.83","-","0.59%"
"Feb 14, 2012","5,462.69","5,448.93","5,493.41","5,421.29","-","0.25%"
"Feb 13, 2012","5,448.93","5,357.03","5,452.83","5,357.03","-","1.73%"
"Feb 10, 2012","5,356.26","5,427.06","5,416.19","5,349.53","-","-1.31%"
"Feb 09, 2012","5,427.20","5,474.11","5,500.47","5,405.50","-","-0.86%"
"Feb 08, 2012","5,474.25","5,487.06","5,531.96","5,459.22","-","-0.23%"
"Feb 07, 2012","5,487.04","5,521.12","5,563.99","5,473.20","-","-0.62%"
"Feb 06, 2012","5,521.12","5,551.43","5,564.73","5,504.94","-","-0.55%"
"Feb 03, 2012","5,551.41","5,494.59","5,559.97","5,471.69","-","1.04%"
"Feb 02, 2012","5,494.45","5,505.40","5,543.72","5,481.80","-","-0.20%"
"Feb 01, 2012","5,505.40","5,443.29","5,517.75","5,400.56","-","1.14%"
"Jan 31, 2012","5,443.29","5,386.27","5,461.23","5,414.67","-","1.06%"
"Jan 30, 2012","5,386.00","5,485.76","5,495.09","5,377.80","-","-1.83%"
"Jan 27, 2012","5,486.34","5,512.18","5,570.74","5,468.50","-","-0.48%"
"Jan 26, 2012","5,512.72","5,320.79","5,512.72","5,320.79","-","3.65%"
"Jan 25, 2012","5,318.48","5,228.67","5,320.95","5,243.05","-","1.72%"
"Jan 24, 2012","5,228.67","5,231.18","5,252.30","5,219.65","-","-0.05%"
"Jan 23, 2012","5,231.18","5,215.85","5,239.52","5,178.02","-","0.29%"
"Jan 20, 2012","5,216.12","5,262.69","5,277.75","5,204.48","-","-0.88%"
"Jan 19, 2012","5,262.69","5,202.26","5,293.36","5,182.52","-","1.21%"
"Jan 18, 2012","5,199.54","5,144.71","5,213.79","5,136.87","-","1.07%"
"Jan 17, 2012","5,144.71","5,055.37","5,168.66","5,058.77","-","1.77%"
"Jan 16, 2012","5,055.18","5,074.39","5,102.70","5,031.43","-","-0.38%"
"Jan 13, 2012","5,074.39","5,048.16","5,120.11","5,052.66","-","0.52%"
"Jan 12, 2012","5,048.16","5,019.45","5,090.79","5,022.58","-","0.58%"
"Jan 11, 2012","5,019.18","5,096.39","5,099.43","5,010.85","-","-1.52%"
"Jan 10, 2012","5,096.80","5,025.91","5,115.69","5,015.66","-","1.43%"
"Jan 09, 2012","5,024.96","4,893.22","5,032.69","4,856.33","-","2.67%"
"Jan 06, 2012","4,894.44","4,908.12","4,939.95","4,840.89","-","-0.28%"
"Jan 05, 2012","4,908.10","4,928.18","4,971.76","4,903.03","-","-0.41%"
"Jan 04, 2012","4,928.20","4,932.42","4,951.33","4,908.78","-","-0.09%"
"Jan 03, 2012","4,932.42","4,815.26","4,940.16","4,825.59","-","2.44%"
