"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 21, 2016","7,357.32","7,339.99","7,369.60","7,273.58","-","-0.27%"
"Jun 20, 2016","7,376.99","7,242.10","7,379.73","7,242.10","-","3.45%"
"Jun 17, 2016","7,130.65","7,277.38","7,315.59","7,130.65","-","-1.53%"
"Jun 16, 2016","7,241.70","7,295.30","7,299.10","7,176.26","-","-1.44%"
"Jun 15, 2016","7,347.54","7,269.03","7,349.44","7,269.03","-","0.64%"
"Jun 14, 2016","7,300.57","7,401.52","7,401.52","7,265.26","-","-1.85%"
"Jun 10, 2016","7,438.40","7,435.38","7,486.03","7,435.38","-","-0.77%"
"Jun 09, 2016","7,496.45","7,497.25","7,513.86","7,457.27","-","0.07%"
"Jun 08, 2016","7,490.87","7,455.89","7,495.90","7,392.23","-","0.60%"
"Jun 07, 2016","7,446.15","7,244.71","7,454.17","7,244.71","-","2.46%"
"Jun 06, 2016","7,267.60","7,159.22","7,273.89","7,159.22","-","1.73%"
"Jun 03, 2016","7,144.10","7,149.97","7,191.56","7,106.47","-","0.42%"
"Jun 02, 2016","7,114.24","7,087.82","7,147.06","7,061.03","-","0.63%"
"Jun 01, 2016","7,069.53","7,129.92","7,148.06","7,069.53","-","-1.41%"
"May 31, 2016","7,170.30","7,196.36","7,239.49","7,103.75","-","-0.29%"
"May 30, 2016","7,191.34","7,151.14","7,196.61","7,117.97","-","0.57%"
"May 27, 2016","7,150.24","7,129.85","7,164.73","7,065.08","-","0.26%"
"May 26, 2016","7,131.57","7,110.43","7,172.72","7,039.65","-","0.82%"
"May 25, 2016","7,073.28","6,972.29","7,086.16","6,972.29","-","2.00%"
"May 24, 2016","6,934.55","6,868.53","6,934.55","6,864.50","-","0.98%"
"May 23, 2016","6,867.08","6,876.64","6,877.75","6,809.61","-","-0.26%"
"May 20, 2016","6,884.72","6,905.68","6,908.68","6,857.04","-","0.24%"
"May 19, 2016","6,868.21","6,874.85","6,884.55","6,835.15","-","-0.75%"
"May 18, 2016","6,919.92","6,833.62","6,934.13","6,827.09","-","0.97%"
"May 17, 2016","6,853.75","6,877.12","6,890.37","6,787.77","-","-0.20%"
"May 16, 2016","6,867.32","6,819.64","6,902.97","6,819.64","-","0.94%"
"May 13, 2016","6,803.62","6,750.65","6,806.20","6,719.98","-","-0.51%"
"May 12, 2016","6,838.74","6,867.23","6,910.98","6,807.92","-","-0.25%"
"May 11, 2016","6,855.93","6,737.63","6,866.23","6,735.53","-","2.17%"
"May 10, 2016","6,710.06","6,733.88","6,759.82","6,650.51","-","-0.72%"
"May 06, 2016","6,758.86","6,796.93","6,796.93","6,704.86","-","-0.96%"
"May 05, 2016","6,824.28","6,783.46","6,843.35","6,760.75","-","0.38%"
"May 04, 2016","6,798.11","6,697.22","6,798.11","6,688.71","-","-0.20%"
"Apr 29, 2016","6,811.57","6,879.02","6,907.28","6,784.64","-","-1.49%"
"Apr 28, 2016","6,914.53","6,827.92","6,914.53","6,769.31","-","1.52%"
"Apr 27, 2016","6,810.98","6,808.10","6,869.67","6,781.29","-","0.41%"
"Apr 26, 2016","6,783.25","6,864.46","6,873.11","6,734.42","-","-1.61%"
"Apr 25, 2016","6,894.26","6,911.64","6,942.75","6,854.26","-","-0.50%"
"Apr 22, 2016","6,928.69","6,890.05","6,931.29","6,840.63","-","0.71%"
"Apr 21, 2016","6,880.09","7,041.60","7,068.22","6,846.55","-","-1.51%"
"Apr 20, 2016","6,985.88","6,909.99","7,003.30","6,880.08","-","0.65%"
"Apr 19, 2016","6,940.55","6,846.88","6,970.09","6,841.63","-","1.70%"
"Apr 18, 2016","6,824.77","6,736.11","6,824.77","6,717.62","-","-0.24%"
"Apr 15, 2016","6,840.90","6,796.71","6,859.80","6,781.23","-","0.28%"
"Apr 14, 2016","6,821.47","6,866.85","6,874.28","6,741.59","-","-1.02%"
"Apr 13, 2016","6,891.90","6,833.60","6,915.80","6,813.50","-","1.26%"
"Apr 12, 2016","6,805.89","6,788.05","6,852.26","6,765.79","-","0.25%"
"Apr 11, 2016","6,789.19","6,595.69","6,789.19","6,592.05","-","2.81%"
"Apr 08, 2016","6,603.66","6,508.87","6,624.77","6,502.77","-","1.52%"
"Apr 07, 2016","6,504.49","6,544.15","6,546.02","6,453.80","-","0.19%"
"Apr 06, 2016","6,492.03","6,500.18","6,515.64","6,447.33","-","0.52%"
"Apr 05, 2016","6,458.21","6,498.94","6,498.94","6,433.93","-","-1.29%"
"Apr 04, 2016","6,542.82","6,555.05","6,594.22","6,517.86","-","-0.19%"
"Apr 01, 2016","6,555.12","6,583.46","6,601.65","6,480.69","-","-1.05%"
"Mar 31, 2016","6,624.82","6,494.68","6,627.25","6,475.09","-","1.46%"
"Mar 30, 2016","6,529.35","6,480.56","6,529.84","6,454.33","-","1.56%"
"Mar 29, 2016","6,428.91","6,459.55","6,467.16","6,358.34","-","-0.58%"
"Mar 28, 2016","6,466.18","6,573.31","6,595.13","6,444.53","-","-1.18%"
"Mar 25, 2016","6,543.56","6,550.61","6,573.97","6,533.68","-","0.46%"
"Mar 24, 2016","6,513.78","6,498.00","6,528.94","6,486.57","-","-0.13%"
"Mar 23, 2016","6,522.05","6,518.54","6,593.64","6,480.48","-","-0.38%"
"Mar 22, 2016","6,547.08","6,609.50","6,669.46","6,524.20","-","-0.82%"
"Mar 21, 2016","6,601.41","6,671.08","6,673.64","6,582.83","-","-1.37%"
"Mar 18, 2016","6,693.38","6,665.12","6,774.43","6,647.27","-","0.45%"
"Mar 17, 2016","6,663.61","6,649.34","6,737.44","6,635.56","-","0.88%"
"Mar 16, 2016","6,605.21","6,572.76","6,607.95","6,549.73","-","0.84%"
"Mar 15, 2016","6,549.98","6,633.14","6,659.50","6,523.89","-","-0.87%"
"Mar 14, 2016","6,607.23","6,622.52","6,656.56","6,556.34","-","-0.25%"
"Mar 11, 2016","6,623.90","6,637.11","6,688.06","6,602.50","-","0.01%"
"Mar 10, 2016","6,623.26","6,570.67","6,644.17","6,529.62","-","1.12%"
"Mar 09, 2016","6,550.16","6,589.13","6,596.49","6,523.08","-","-0.95%"
"Mar 07, 2016","6,612.92","6,532.79","6,612.92","6,506.64","-","1.68%"
"Mar 04, 2016","6,503.34","6,435.50","6,503.34","6,398.09","-","1.33%"
"Mar 03, 2016","6,418.18","6,406.08","6,435.98","6,356.99","-","0.81%"
"Mar 02, 2016","6,366.87","6,418.58","6,425.22","6,365.07","-","-0.14%"
"Mar 01, 2016","6,375.52","6,403.60","6,447.89","6,354.04","-","-0.15%"
"Feb 29, 2016","6,384.83","6,281.37","6,384.83","6,272.28","-","1.01%"
"Feb 26, 2016","6,320.83","6,290.56","6,359.35","6,288.24","-","1.08%"
"Feb 25, 2016","6,253.19","6,224.70","6,284.05","6,183.15","-","0.78%"
"Feb 24, 2016","6,204.88","6,181.00","6,236.28","6,156.13","-","-0.67%"
"Feb 22, 2016","6,246.80","6,181.15","6,272.45","6,191.09","-","1.11%"
"Feb 20, 2016","6,178.47","6,171.27","6,205.37","6,166.23","-","0.15%"
"Feb 19, 2016","6,169.30","6,241.14","6,241.14","6,143.20","-","-1.31%"
"Feb 18, 2016","6,251.30","6,116.66","6,251.30","6,138.28","-","2.27%"
"Feb 17, 2016","6,112.55","6,046.48","6,131.58","6,009.39","-","1.09%"
"Feb 16, 2016","6,046.48","6,023.21","6,088.18","6,016.91","-","0.55%"
"Feb 15, 2016","6,013.34","5,994.98","6,041.78","5,990.10","-","0.58%"
"Feb 12, 2016","5,978.62","5,931.64","5,994.38","5,923.30","-","1.02%"
"Feb 11, 2016","5,918.38","6,018.99","6,008.13","5,856.99","-","-1.82%"
"Feb 10, 2016","6,028.02","5,959.18","6,045.90","5,926.33","-","1.06%"
"Feb 09, 2016","5,964.69","5,989.98","6,051.01","5,932.14","-","-0.45%"
"Feb 08, 2016","5,991.95","6,107.13","6,139.03","5,969.63","-","-1.92%"
"Feb 05, 2016","6,109.24","6,128.98","6,170.34","6,099.08","-","-0.45%"
"Feb 04, 2016","6,136.88","6,060.18","6,172.19","6,060.18","-","0.02%"
"Feb 03, 2016","6,135.89","6,116.81","6,220.96","6,069.49","-","0.30%"
"Feb 02, 2016","6,117.55","6,202.56","6,226.85","6,073.89","-","-1.56%"
"Feb 01, 2016","6,214.27","6,215.11","6,255.26","6,153.62","-","0.52%"
"Jan 29, 2016","6,182.33","6,117.03","6,212.95","6,101.06","-","1.15%"
"Jan 28, 2016","6,112.09","6,054.67","6,141.34","6,038.41","-","0.96%"
"Jan 27, 2016","6,054.25","5,904.66","6,074.17","5,897.83","-","2.65%"
"Jan 26, 2016","5,897.89","5,895.26","5,917.59","5,826.62","-","-0.22%"
"Jan 25, 2016","5,910.60","5,976.72","6,008.61","5,894.71","-","-1.08%"
"Jan 22, 2016","5,975.02","5,829.16","5,975.02","5,790.31","-","3.24%"
"Jan 21, 2016","5,787.26","5,745.35","5,810.73","5,733.21","-","0.83%"
"Jan 20, 2016","5,739.57","5,834.20","5,834.20","5,692.02","-","-2.04%"
"Jan 19, 2016","5,859.31","5,845.53","5,972.95","5,793.88","-","0.46%"
"Jan 18, 2016","5,832.38","5,810.94","5,860.05","5,688.48","-","0.13%"
"Jan 15, 2016","5,824.62","6,117.58","6,117.58","5,803.11","-","-4.75%"
"Jan 14, 2016","6,114.95","6,028.70","6,131.31","6,003.45","-","1.31%"
"Jan 13, 2016","6,036.04","6,118.09","6,160.19","6,036.04","-","-1.12%"
"Jan 12, 2016","6,104.13","6,055.07","6,165.31","5,980.15","-","0.45%"
"Jan 11, 2016","6,076.66","6,233.95","6,152.93","6,043.28","-","-3.07%"
"Jan 06, 2016","6,269.00","6,299.47","6,312.40","6,244.63","-","-0.52%"
"Jan 05, 2016","6,301.86","6,252.98","6,314.48","6,227.05","-","0.78%"
"Jan 04, 2016","6,253.31","6,347.27","6,347.27","6,223.36","-","-1.54%"
"Dec 30, 2015","6,350.94","6,371.05","6,387.61","6,312.00","-","-0.27%"
"Dec 29, 2015","6,367.93","6,268.55","6,380.18","6,258.51","-","1.64%"
"Dec 28, 2015","6,265.44","6,344.06","6,354.52","6,262.66","-","-1.26%"
"Dec 25, 2015","6,345.33","6,363.49","6,376.26","6,307.70","-","-0.18%"
"Dec 24, 2015","6,356.71","6,447.87","6,456.92","6,346.13","-","-1.25%"
"Dec 23, 2015","6,437.43","6,352.92","6,451.27","6,352.92","-","1.41%"
"Dec 22, 2015","6,347.99","6,317.39","6,399.32","6,295.96","-","0.66%"
"Dec 21, 2015","6,306.53","6,219.98","6,339.79","6,219.98","-","1.40%"
"Dec 18, 2015","6,219.22","6,452.54","6,436.68","6,219.22","-","-3.76%"
"Dec 17, 2015","6,462.42","6,353.56","6,507.43","6,353.56","-","1.83%"
"Dec 16, 2015","6,346.32","6,291.19","6,366.24","6,291.19","-","0.94%"
"Dec 15, 2015","6,287.52","6,107.20","6,293.98","6,107.20","-","3.13%"
"Dec 14, 2015","6,096.93","6,143.98","6,152.48","6,074.72","-","-0.92%"
"Dec 11, 2015","6,153.38","6,150.84","6,181.24","6,105.41","-","0.00%"
"Dec 10, 2015","6,153.28","6,135.68","6,205.81","6,121.53","-","0.17%"
"Dec 09, 2015","6,142.69","6,077.75","6,177.27","6,077.75","-","1.21%"
"Dec 08, 2015","6,069.54","6,235.88","6,235.88","6,042.84","-","-2.69%"
"Dec 07, 2015","6,237.26","6,267.01","6,292.36","6,214.30","-","-0.37%"
"Dec 04, 2015","6,260.17","6,305.81","6,367.18","6,195.52","-","-0.80%"
"Dec 03, 2015","6,310.93","6,263.92","6,336.56","6,230.63","-","0.65%"
"Dec 02, 2015","6,270.15","6,295.45","6,332.98","6,236.43","-","-0.33%"
"Dec 01, 2015","6,291.10","6,241.04","6,315.39","6,223.83","-","0.81%"
"Nov 30, 2015","6,240.49","6,336.12","6,412.23","6,231.76","-","-1.68%"
"Nov 27, 2015","6,347.22","6,413.32","6,413.32","6,273.03","-","-1.05%"
"Nov 26, 2015","6,414.37","6,407.98","6,460.09","6,351.79","-","0.17%"
"Nov 25, 2015","6,403.37","6,318.20","6,429.86","6,299.43","-","1.52%"
"Nov 24, 2015","6,307.78","6,461.28","6,487.24","6,219.96","-","-2.41%"
"Nov 23, 2015","6,463.84","6,358.95","6,480.01","6,312.69","-","1.53%"
"Nov 20, 2015","6,366.63","6,316.74","6,370.59","6,271.59","-","0.65%"
"Nov 19, 2015","6,325.63","6,329.45","6,458.48","6,294.87","-","0.11%"
"Nov 18, 2015","6,318.69","6,273.85","6,362.12","6,273.85","-","0.57%"
"Nov 17, 2015","6,283.02","6,087.49","6,316.84","6,087.49","-","3.26%"
"Nov 16, 2015","6,084.74","5,926.73","6,087.71","5,912.39","-","2.66%"
"Nov 13, 2015","5,927.09","5,958.43","5,951.39","5,887.99","-","-0.54%"
"Nov 12, 2015","5,959.30","6,035.15","6,047.62","5,945.08","-","-1.42%"
"Nov 11, 2015","6,044.89","6,054.71","6,078.21","5,993.07","-","-0.31%"
"Nov 10, 2015","6,063.51","6,054.56","6,077.05","6,012.56","-","0.05%"
"Nov 09, 2015","6,060.25","6,089.16","6,123.96","6,029.10","-","-0.68%"
"Nov 06, 2015","6,101.81","6,132.04","6,185.80","6,065.78","-","-0.60%"
"Nov 05, 2015","6,138.45","6,111.62","6,210.89","6,111.62","-","0.61%"
"Nov 03, 2015","6,101.37","6,060.96","6,127.85","6,056.85","-","0.73%"
"Nov 02, 2015","6,057.37","5,947.31","6,072.81","5,942.69","-","1.77%"
"Oct 30, 2015","5,952.09","5,935.85","5,996.72","5,921.15","-","0.26%"
"Oct 29, 2015","5,936.53","5,968.55","5,995.72","5,906.33","-","-0.63%"
"Oct 28, 2015","5,974.02","6,001.72","6,002.20","5,914.75","-","-0.46%"
"Oct 27, 2015","6,001.72","6,086.23","6,086.23","5,929.17","-","-1.50%"
"Oct 26, 2015","6,093.06","6,045.12","6,140.96","5,982.46","-","0.80%"
"Oct 23, 2015","6,044.71","5,905.14","6,062.81","5,892.77","-","2.57%"
"Oct 22, 2015","5,893.19","5,877.13","5,932.71","5,854.09","-","0.26%"
"Oct 21, 2015","5,877.87","5,910.89","5,911.09","5,817.86","-","-0.60%"
"Oct 20, 2015","5,913.45","5,900.29","5,926.71","5,851.24","-","0.19%"
"Oct 19, 2015","5,902.00","5,951.43","5,969.37","5,836.97","-","-0.84%"
"Oct 16, 2015","5,952.11","5,944.80","6,051.31","5,944.80","-","0.26%"
"Oct 15, 2015","5,936.55","5,942.96","6,044.32","5,936.55","-","-0.32%"
"Oct 14, 2015","5,955.61","5,959.73","5,964.90","5,885.26","-","-0.21%"
"Oct 13, 2015","5,968.27","6,002.71","6,002.71","5,916.08","-","-0.64%"
"Oct 12, 2015","6,006.74","5,908.71","6,006.74","5,891.58","-","1.64%"
"Oct 09, 2015","5,909.94","5,756.00","5,925.76","5,750.68","-","2.91%"
"Oct 08, 2015","5,743.01","5,634.02","5,763.20","5,574.08","-","1.78%"
"Oct 07, 2015","5,642.39","5,500.13","5,642.39","5,460.51","-","2.59%"
"Oct 06, 2015","5,499.88","5,407.62","5,499.88","5,395.29","-","1.64%"
"Oct 05, 2015","5,410.92","5,318.70","5,421.25","5,318.70","-","1.87%"
"Oct 02, 2015","5,311.39","5,404.17","5,415.79","5,291.42","-","-1.69%"
"Oct 01, 2015","5,402.63","5,456.00","5,480.91","5,361.83","-","-0.76%"
"Sep 30, 2015","5,444.04","5,402.42","5,478.23","5,402.42","-","0.76%"
"Sep 29, 2015","5,403.03","5,362.78","5,403.03","5,331.68","-","0.63%"
"Sep 28, 2015","5,369.44","5,456.05","5,474.20","5,350.18","-","-1.59%"
"Sep 25, 2015","5,456.05","5,391.03","5,463.01","5,391.03","-","1.35%"
"Sep 24, 2015","5,383.17","5,395.76","5,448.25","5,350.75","-","-0.17%"
"Sep 23, 2015","5,392.34","5,430.01","5,464.01","5,381.15","-","-0.69%"
"Sep 22, 2015","5,429.84","5,478.13","5,501.49","5,412.37","-","-0.84%"
"Sep 21, 2015","5,475.91","5,434.14","5,535.91","5,434.14","-","0.80%"
"Sep 18, 2015","5,432.44","5,569.23","5,618.20","5,432.44","-","-2.39%"
"Sep 17, 2015","5,565.47","5,549.75","5,618.87","5,514.81","-","0.24%"
"Sep 16, 2015","5,552.15","5,539.53","5,596.41","5,524.58","-","0.31%"
"Sep 15, 2015","5,534.92","5,598.38","5,590.22","5,500.06","-","-0.93%"
"Sep 14, 2015","5,586.89","5,538.49","5,625.22","5,540.51","-","0.81%"
"Sep 11, 2015","5,542.07","5,487.32","5,542.07","5,478.74","-","0.99%"
"Sep 10, 2015","5,487.66","5,447.07","5,489.24","5,419.14","-","0.76%"
"Sep 09, 2015","5,446.14","5,483.85","5,514.35","5,446.14","-","-0.47%"
"Sep 08, 2015","5,471.90","5,397.02","5,497.47","5,418.20","-","1.48%"
"Sep 07, 2015","5,392.07","5,409.10","5,425.35","5,367.21","-","-0.40%"
"Sep 04, 2015","5,413.71","5,419.62","5,440.93","5,385.86","-","-0.21%"
"Sep 03, 2015","5,425.11","5,389.65","5,448.95","5,390.67","-","0.85%"
"Sep 02, 2015","5,379.41","5,406.69","5,444.51","5,356.99","-","-0.56%"
"Sep 01, 2015","5,409.76","5,400.46","5,450.28","5,369.79","-","-0.67%"
"Aug 31, 2015","5,446.51","5,431.69","5,446.51","5,378.82","-","0.12%"
"Aug 28, 2015","5,440.22","5,416.28","5,456.12","5,371.93","-","0.44%"
"Aug 27, 2015","5,416.16","5,321.33","5,431.31","5,343.76","-","2.08%"
"Aug 26, 2015","5,305.97","5,328.25","5,331.91","5,240.32","-","-0.42%"
"Aug 25, 2015","5,328.25","5,137.80","5,330.49","5,146.49","-","3.89%"
"Aug 24, 2015","5,128.53","5,209.01","5,201.41","5,025.53","-","-2.13%"
"Aug 21, 2015","5,239.91","5,426.59","5,398.70","5,239.91","-","-3.56%"
"Aug 20, 2015","5,433.07","5,411.87","5,457.71","5,390.55","-","0.35%"
"Aug 19, 2015","5,413.90","5,476.69","5,519.51","5,406.28","-","-1.18%"
"Aug 18, 2015","5,478.36","5,503.58","5,504.53","5,465.83","-","-0.62%"
"Aug 17, 2015","5,512.66","5,528.57","5,535.00","5,475.08","-","-0.42%"
"Aug 14, 2015","5,536.08","5,543.22","5,564.04","5,504.31","-","-0.14%"
"Aug 13, 2015","5,544.07","5,511.90","5,554.39","5,488.08","-","0.72%"
"Aug 12, 2015","5,504.30","5,496.60","5,548.56","5,471.22","-","0.07%"
"Aug 11, 2015","5,500.36","5,540.68","5,563.99","5,491.14","-","-0.73%"
"Aug 10, 2015","5,540.85","5,547.28","5,549.09","5,478.40","-","-0.11%"
"Aug 07, 2015","5,547.09","5,483.66","5,554.52","5,483.66","-","1.30%"
"Aug 06, 2015","5,475.64","5,496.84","5,513.88","5,463.00","-","-0.32%"
"Aug 05, 2015","5,492.95","5,442.01","5,524.84","5,442.01","-","1.17%"
"Aug 04, 2015","5,429.42","5,415.19","5,459.40","5,389.45","-","0.17%"
"Aug 03, 2015","5,420.31","5,445.03","5,460.16","5,396.49","-","-0.70%"
"Jul 31, 2015","5,458.51","5,409.91","5,484.58","5,382.71","-","0.82%"
"Jul 30, 2015","5,414.00","5,390.28","5,450.18","5,387.85","-","0.49%"
"Jul 29, 2015","5,387.37","5,347.30","5,398.22","5,324.17","-","0.85%"
"Jul 28, 2015","5,341.84","5,261.72","5,358.66","5,214.27","-","1.53%"
"Jul 27, 2015","5,261.54","5,312.69","5,311.49","5,202.15","-","-0.98%"
"Jul 24, 2015","5,313.54","5,390.92","5,398.29","5,304.45","-","-1.50%"
"Jul 23, 2015","5,394.34","5,460.66","5,450.35","5,392.33","-","-1.20%"
"Jul 22, 2015","5,459.81","5,483.88","5,487.30","5,425.97","-","-0.53%"
"Jul 21, 2015","5,488.83","5,433.17","5,527.15","5,436.82","-","0.99%"
"Jul 20, 2015","5,435.04","5,485.74","5,497.32","5,410.55","-","-0.96%"
"Jul 17, 2015","5,487.79","5,468.71","5,502.55","5,459.97","-","0.34%"
"Jul 16, 2015","5,469.22","5,427.62","5,483.91","5,416.20","-","0.71%"
"Jul 15, 2015","5,430.40","5,397.93","5,430.40","5,359.39","-","0.61%"
"Jul 14, 2015","5,397.67","5,329.80","5,415.73","5,299.79","-","1.34%"
"Jul 13, 2015","5,326.47","5,253.55","5,332.64","5,261.43","-","1.30%"
"Jul 10, 2015","5,258.33","5,181.59","5,265.01","5,194.64","-","1.56%"
"Jul 09, 2015","5,177.32","5,118.37","5,202.05","5,121.84","-","1.27%"
"Jul 08, 2015","5,112.62","5,154.28","5,158.58","5,036.47","-","-0.89%"
"Jul 07, 2015","5,158.54","5,218.80","5,242.81","5,109.99","-","-1.15%"
"Jul 06, 2015","5,218.80","5,336.65","5,317.75","5,207.35","-","-2.22%"
"Jul 03, 2015","5,337.39","5,395.03","5,373.67","5,326.51","-","-1.13%"
"Jul 02, 2015","5,398.39","5,381.83","5,403.30","5,362.95","-","0.31%"
"Jul 01, 2015","5,381.83","5,460.25","5,469.52","5,378.66","-","-1.52%"
"Jun 30, 2015","5,464.74","5,392.34","5,467.03","5,348.70","-","1.35%"
"Jun 29, 2015","5,392.17","5,405.20","5,405.20","5,315.25","-","-0.37%"
"Jun 26, 2015","5,412.42","5,342.80","5,427.25","5,336.37","-","1.29%"
"Jun 25, 2015","5,343.32","5,350.13","5,391.23","5,331.65","-","-0.15%"
"Jun 24, 2015","5,351.32","5,359.41","5,370.52","5,298.20","-","-0.11%"
"Jun 23, 2015","5,357.19","5,369.22","5,391.49","5,317.89","-","-0.16%"
"Jun 22, 2015","5,365.64","5,355.97","5,403.23","5,347.95","-","0.34%"
"Jun 19, 2015","5,347.61","5,399.13","5,404.45","5,347.61","-","-0.89%"
"Jun 18, 2015","5,395.88","5,434.15","5,458.88","5,394.38","-","-0.72%"
"Jun 17, 2015","5,435.15","5,415.35","5,460.65","5,394.70","-","0.36%"
"Jun 16, 2015","5,415.68","5,406.06","5,438.57","5,377.27","-","0.11%"
"Jun 15, 2015","5,409.47","5,384.22","5,417.07","5,339.92","-","0.52%"
"Jun 11, 2015","5,381.47","5,355.56","5,386.24","5,334.75","-","0.43%"
"Jun 10, 2015","5,358.67","5,382.46","5,396.64","5,344.05","-","-0.43%"
"Jun 09, 2015","5,381.68","5,356.08","5,385.45","5,297.17","-","0.48%"
"Jun 08, 2015","5,356.00","5,372.77","5,413.11","5,356.00","-","-0.25%"
"Jun 05, 2015","5,369.50","5,312.11","5,371.00","5,301.42","-","1.05%"
"Jun 04, 2015","5,313.87","5,313.61","5,334.28","5,288.62","-","-0.00%"
"Jun 03, 2015","5,314.10","5,393.49","5,415.09","5,314.10","-","-1.39%"
"Jun 02, 2015","5,389.24","5,339.59","5,424.34","5,304.36","-","1.00%"
"Jun 01, 2015","5,335.66","5,342.76","5,376.59","5,312.48","-","-0.07%"
"May 29, 2015","5,339.65","5,340.79","5,384.84","5,321.37","-","-0.02%"
"May 28, 2015","5,340.47","5,418.82","5,426.07","5,340.47","-","-1.49%"
"May 27, 2015","5,421.27","5,441.80","5,454.75","5,376.22","-","-0.31%"
"May 26, 2015","5,437.91","5,422.19","5,457.22","5,392.53","-","0.44%"
"May 25, 2015","5,414.01","5,365.24","5,424.94","5,360.98","-","0.91%"
"May 22, 2015","5,365.40","5,290.92","5,367.41","5,289.82","-","1.46%"
"May 21, 2015","5,288.38","5,165.79","5,290.20","5,159.78","-","2.42%"
"May 20, 2015","5,163.67","5,181.10","5,189.90","5,122.87","-","-0.36%"
"May 19, 2015","5,182.40","5,220.64","5,240.01","5,156.66","-","-0.74%"
"May 18, 2015","5,221.13","5,133.32","5,243.57","5,135.56","-","1.84%"
"May 15, 2015","5,126.79","5,026.49","5,140.27","5,026.49","-","2.07%"
"May 14, 2015","5,023.06","5,072.72","5,102.82","5,007.46","-","-0.98%"
"May 13, 2015","5,072.88","5,099.08","5,113.07","5,056.02","-","-0.42%"
"May 12, 2015","5,094.26","5,109.81","5,153.94","5,089.30","-","-0.32%"
"May 08, 2015","5,110.52","5,153.55","5,123.07","5,060.79","-","-0.90%"
"May 07, 2015","5,156.81","5,270.51","5,256.62","5,140.17","-","-2.26%"
"May 06, 2015","5,275.90","5,311.36","5,331.03","5,237.57","-","-0.62%"
"May 05, 2015","5,308.75","5,130.82","5,309.07","5,128.71","-","3.57%"
"Apr 30, 2015","5,125.75","5,004.25","5,127.65","4,992.09","-","2.43%"
"Apr 29, 2015","5,004.25","5,011.16","5,064.85","4,987.88","-","-0.14%"
"Apr 28, 2015","5,011.16","4,981.01","5,038.48","4,956.17","-","0.47%"
"Apr 27, 2015","4,987.71","4,975.45","5,035.79","4,956.51","-","0.33%"
"Apr 24, 2015","4,971.37","4,882.02","4,971.37","4,841.99","-","1.81%"
"Apr 23, 2015","4,882.84","4,928.94","4,934.36","4,810.28","-","-0.91%"
"Apr 22, 2015","4,927.63","4,978.92","4,980.94","4,894.05","-","-1.05%"
"Apr 21, 2015","4,979.73","4,930.52","4,984.63","4,908.42","-","1.04%"
"Apr 20, 2015","4,928.56","4,923.75","4,942.24","4,866.92","-","0.10%"
"Apr 17, 2015","4,923.75","5,065.77","5,084.69","4,923.75","-","-2.81%"
"Apr 16, 2015","5,065.94","4,995.21","5,073.75","4,986.03","-","1.43%"
"Apr 15, 2015","4,994.67","4,895.93","5,000.84","4,894.13","-","1.98%"
"Apr 14, 2015","4,897.88","4,955.70","4,956.52","4,873.89","-","-1.16%"
"Apr 13, 2015","4,955.54","4,891.71","4,995.85","4,891.71","-","1.42%"
"Apr 10, 2015","4,886.00","4,852.26","4,890.47","4,772.74","-","0.75%"
"Apr 09, 2015","4,849.64","4,890.38","4,914.51","4,841.88","-","-0.95%"
"Apr 08, 2015","4,896.09","4,974.94","4,972.41","4,880.69","-","-1.59%"
"Apr 07, 2015","4,974.97","5,027.84","5,035.49","4,958.77","-","-1.05%"
"Apr 06, 2015","5,027.84","4,922.09","5,029.40","4,924.90","-","2.20%"
"Apr 03, 2015","4,919.64","4,951.59","4,966.19","4,908.31","-","-0.65%"
"Apr 02, 2015","4,951.91","4,806.81","4,951.91","4,797.55","-","3.05%"
"Apr 01, 2015","4,805.18","4,748.16","4,809.85","4,724.09","-","1.05%"
"Mar 31, 2015","4,755.35","4,729.70","4,755.35","4,671.95","-","0.58%"
"Mar 30, 2015","4,728.14","4,639.02","4,731.36","4,624.63","-","2.01%"
"Mar 27, 2015","4,635.12","4,720.87","4,731.44","4,620.36","-","-1.76%"
"Mar 26, 2015","4,717.93","4,837.37","4,881.93","4,685.65","-","-2.26%"
"Mar 25, 2015","4,827.24","4,794.44","4,831.04","4,766.35","-","0.69%"
"Mar 24, 2015","4,793.95","4,687.07","4,793.95","4,653.53","-","2.28%"
"Mar 23, 2015","4,687.07","4,755.09","4,793.43","4,667.38","-","-1.35%"
"Mar 20, 2015","4,751.20","4,692.98","4,777.33","4,663.11","-","1.12%"
"Mar 19, 2015","4,698.63","4,749.35","4,819.34","4,687.70","-","-0.66%"
"Mar 18, 2015","4,729.75","4,643.62","4,742.20","4,662.20","-","1.95%"
"Mar 17, 2015","4,639.37","4,631.08","4,698.22","4,608.05","-","0.35%"
"Mar 16, 2015","4,623.07","4,678.11","4,686.26","4,583.70","-","-1.27%"
"Mar 13, 2015","4,682.77","4,816.17","4,839.11","4,648.64","-","-2.71%"
"Mar 12, 2015","4,813.38","4,749.52","4,813.38","4,699.28","-","1.47%"
"Mar 11, 2015","4,743.53","4,708.32","4,772.47","4,652.41","-","0.75%"
"Mar 10, 2015","4,708.18","4,953.54","4,925.45","4,708.18","-","-5.15%"
"Mar 06, 2015","4,963.65","5,045.85","5,098.21","4,957.03","-","-1.54%"
